Athlete,Event,Meet,Year,Competition,ResultTime,Rank,ReactionTime,Lane,Temperature,Humidity,Wind,Records,1000_split,2000_split,3000_split,4000_split,gender
Eloise WELLINGS,Women's 5000 Metres Heats Heat 1,2017 World Athletics Championships London,2017,World Championships,925.9,15,,,,,,,184.8,368.0,553.5,732.4,1
Camille BUSCOMB,Women's 5000 Metres Heats Heat 1,2017 World Athletics Championships London,2017,World Championships,940.4,16,,,,,,,184.8,368.0,553.5,732.4,1
Letesenbet GIDEY,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,899.3,1,,,,,,,186.7,365.4,547.1,727.7,1
Sifan HASSAN,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,899.9,2,,,,,,,186.7,365.4,547.1,727.7,1
Shelby HOULIHAN,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,900.4,3,,,,,,PB,186.7,365.4,547.1,727.7,1
Eilish MCCOLGAN,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,900.4,4,,,,,,PB,186.7,365.4,547.1,727.7,1
Margaret Chelimo KIPKEMBOI,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,900.4,5,,,,,,,186.7,365.4,547.1,727.7,1
Karoline Bjerkeli GRÃ˜VDAL,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,900.4,6,,,,,,SB,186.7,365.4,547.1,727.7,1
Molly HUDDLE,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,903.6,7,,,,,,,186.7,365.4,547.1,727.7,1
Kalkidan GEZAHEGNE,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,907.2,8,,,,,,PB,186.7,365.4,547.1,727.7,1
Rina NABESHIMA,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,911.8,9,,,,,,PB,186.7,365.4,547.1,727.7,1
Madeline HILLS,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,913.8,10,,,,,,,186.7,365.4,547.1,727.7,1
Stella CHESANG,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,923.0,11,,,,,,,186.7,365.4,547.1,727.7,1
Jessica O'CONNELL,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,923.2,12,,,,,,,186.7,365.4,547.1,727.7,1
Muriel CONEO,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,926.2,13,,,,,,NR,186.7,365.4,547.1,727.7,1
Heidi SEE,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,938.9,14,,,,,,,186.7,365.4,547.1,727.7,1
Stephanie TWELL,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,941.3,15,,,,,,,186.7,365.4,547.1,727.7,1
Yuliya SHMATENKO,Women's 5000 Metres Heats Heat 2,2017 World Athletics Championships London,2017,World Championships,1000.4,16,,,,,,,186.7,365.4,547.1,727.7,1
Muktar EDRIS,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,812.8,1,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Mohamed FARAH,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,813.2,2,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Paul CHELIMO,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,813.3,3,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Yomif KEJELCHA,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,813.5,4,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Selemon BAREGA,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,815.3,5,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Mohammed AHMED,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,815.4,6,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Aron KIFLE,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,816.9,7,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Andrew BUTCHART,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,818.7,8,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Justyn KNIGHT,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,819.2,9,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Kemoy CAMPBELL,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,819.7,10,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Patrick TIERNAN,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,820.0,11,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Birhanu BALEW,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,823.3,12,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Cyrus RUTTO,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,828.6,13,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Awet HABTE,Men's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,838.7,14,,,21.0,53.0,,,168.2,348.1,512.9,669.7,0
Hellen OBIRI,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,874.9,1,,,22.0,35.0,,,198.6,367.4,538.0,710.0,1
Almaz AYANA,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,880.4,2,,,22.0,35.0,,SB,198.6,367.4,538.0,710.0,1
Sifan HASSAN,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,882.7,3,,,22.0,35.0,,,198.6,367.4,538.0,710.0,1
Senbere TEFERI,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,887.5,4,,,22.0,35.0,,,198.6,367.4,538.0,710.0,1
Margaret Chelimo KIPKEMBOI,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,888.7,5,,,22.0,35.0,,,198.6,367.4,538.0,710.0,1
Laura MUIR,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,892.1,6,,,22.0,35.0,,,198.6,367.4,538.0,710.0,1
Sheila Chepkirui KIPROTICH,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,894.0,7,,,22.0,35.0,,PB,198.6,367.4,538.0,710.0,1
Susan KRUMINS,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,898.3,8,,,22.0,35.0,,,198.6,367.4,538.0,710.0,1
Shannon ROWBURY,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,899.9,9,,,22.0,35.0,,,198.6,367.4,538.0,710.0,1
Eilish MCCOLGAN,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,900.4,10,,,22.0,35.0,,,198.6,367.4,538.0,710.0,1
Letesenbet GIDEY,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,905.0,11,,,22.0,35.0,,,198.6,367.4,538.0,710.0,1
Molly HUDDLE,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,905.3,12,,,22.0,35.0,,,198.6,367.4,538.0,710.0,1
Shelby HOULIHAN,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,906.4,13,,,22.0,35.0,,,198.6,367.4,538.0,710.0,1
Kalkidan GEZAHEGNE,Women's 5000 Metres Final,2017 World Athletics Championships London,2017,World Championships,928.2,14,,,22.0,35.0,,,198.6,367.4,538.0,710.0,1
Selemon BAREGA,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,804.7,1,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Jacob KROP,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,804.9,2,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Muktar EDRIS,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,805.0,3,,,25.0,67.0,,SB,168.8,336.2,497.6,656.5,0
Jakob INGEBRIGTSEN,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,805.2,4,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Mohammed AHMED,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,805.4,5,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Birhanu BALEW,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,805.7,6,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Andrew BUTCHART,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,806.5,7,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Morgan MCDONALD,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,806.8,8,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Ben TRUE,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,807.4,9,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Patrick TIERNAN,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,808.4,10,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Yemaneberhan CRIPPA,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,809.1,11,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Julien WANDERS,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,819.0,12,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Robin HENDRIX,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,819.7,13,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Oscar CHELIMO,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,822.9,14,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Marc SCOTT,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,827.1,15,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Richard RINGER,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,829.2,16,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Tariq Ahmed AL AMRI,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,861.2,18,,,25.0,67.0,,,168.8,336.2,497.6,656.5,0
Y Braima Suncar DABÃ“,Men's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,1090.9,19,,,25.0,67.0,,PB,168.8,336.2,497.6,656.5,0
Paul CHELIMO,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,800.2,1,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Telahun Haile BEKELE,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,800.5,2,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Filip INGEBRIGTSEN,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,800.5,3,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Stewart MCSWEYN,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,800.6,4,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Nicholas KIPKORIR,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,800.8,5,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Isaac KIMELI,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,801.0,6,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Henrik INGEBRIGTSEN,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,801.2,7,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Hassan MEAD,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,802.1,8,,,25.0,67.0,,SB,163.8,326.0,488.9,650.2,0
Justyn KNIGHT,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,806.0,9,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Stephen KISSA,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,807.4,10,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Bouh IBRAHIM,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,816.4,11,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Ben CONNOR,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,816.9,12,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Sam PARSONS,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,818.5,13,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Abadi HADIS,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,822.9,14,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Soufiyan BOUQANTAR,Men's 5000 Metres Heats Heat 2,2019 World Athletics Championships Doha,2019,World Championships,843.2,15,,,25.0,67.0,,,163.8,326.0,488.9,650.2,0
Muktar EDRIS,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,778.9,1,,,27.0,76.0,,SB,159.1,314.6,473.0,633.9,0
Selemon BAREGA,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,779.7,2,,,27.0,76.0,,,159.1,314.6,473.0,633.9,0
Mohammed AHMED,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,781.1,3,,,27.0,76.0,,,159.1,314.6,473.0,633.9,0
Telahun Haile BEKELE,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,782.3,4,,,27.0,76.0,,,159.1,314.6,473.0,633.9,0
Jakob INGEBRIGTSEN,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,782.9,5,,,27.0,76.0,,,159.1,314.6,473.0,633.9,0
Jacob KROP,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,783.1,6,,,27.0,76.0,,PB,159.1,314.6,473.0,633.9,0
Paul CHELIMO,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,784.6,7,,,27.0,76.0,,SB,159.1,314.6,473.0,633.9,0
Nicholas KIPKORIR,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,785.3,8,,,27.0,76.0,,,159.1,314.6,473.0,633.9,0
Birhanu BALEW,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,794.7,9,,,27.0,76.0,,,159.1,314.6,473.0,633.9,0
Justyn KNIGHT,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,806.6,10,,,27.0,76.0,,,159.1,314.6,473.0,633.9,0
Hassan MEAD,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,807.0,11,,,27.0,76.0,,,159.1,314.6,473.0,633.9,0
Stewart MCSWEYN,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,810.4,12,,,27.0,76.0,,,159.1,314.6,473.0,633.9,0
Henrik INGEBRIGTSEN,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,816.3,13,,,27.0,76.0,,,159.1,314.6,473.0,633.9,0
Isaac KIMELI,Men's 5000 Metres Final,2019 World Athletics Championships Doha,2019,World Championships,824.3,14,,,27.0,76.0,,,159.1,314.6,473.0,633.9,0
Hellen OBIRI,Women's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,892.1,1,,,26.0,59.0,,,184.7,368.8,549.2,725.6,1
Karissa SCHWEIZER,Women's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,892.4,2,,,26.0,59.0,,PB,184.7,368.8,549.2,725.6,1
Hawi FEYSA,Women's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,893.9,3,,,26.0,59.0,,,184.7,368.8,549.2,725.6,1
Eilish MCCOLGAN,Women's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,895.8,4,,,26.0,59.0,,,184.7,368.8,549.2,725.6,1
Camille BUSCOMB,Women's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,902.2,5,,,26.0,59.0,,PB,184.7,368.8,549.2,725.6,1
Nozomi TANAKA,Women's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,904.7,6,,,26.0,59.0,,PB,184.7,368.8,549.2,725.6,1
Andrea SECCAFIEN,Women's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,904.7,7,,,26.0,59.0,,PB,184.7,368.8,549.2,725.6,1
Dominique SCOTT,Women's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,905.0,8,,,26.0,59.0,,,184.7,368.8,549.2,725.6,1
Elinor PURRIER,Women's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,908.8,9,,,26.0,59.0,,,184.7,368.8,549.2,725.6,1
Sarah CHELANGAT,Women's 5000 Metres Heats Heat 1,2019 World Athletics Championships Doha,2019,World Championships,919.9,10,,,26.0,59.0,,,184.7,368.8,549.2,725.6,1
